"","x","y"
"1",1959.51763400808,6791.74465030233
"2",1427.37608007155,6172.06422153905
"3",1335.33437992446,5817.76640935952
"4",1183.64247865975,4882.37339964896
"5",1649.37230967917,6772.75837615991
"6",1985.55072490126,8104.3977586473
"7",1236.25653120689,5862.15990224644
"8",1813.31485277042,6910.82059205189
"9",1107.24635259248,4238.87886798499
"10",1655.4717021063,6192.29559855222
"11",1672.54197527654,6330.01640618201
"12",1343.23259745724,6046.42850348428
"13",1943.32384434529,7677.03459153355
"14",1423.0989322532,5331.97637189834
"15",1885.5569686275,6767.54708702608
"16",1512.61231163517,5443.73252413354
"17",1981.57421359792,8296.4706081194
"18",1407.57051180117,5714.86962026412
"19",1750.0232567545,7662.12868550306
"20",1264.25455673598,5395.26848160231
"21",1246.99292518198,4818.42961255971
"22",1714.19228776358,7088.23775067094
"23",1704.16798233055,7131.27792459332
"24",1756.39939727262,6055.21925459797
"25",1876.66467158124,5499.47485207045
"26",1671.19430797175,7389.79764264878
"27",1535.58615548536,5915.60668215068
"28",1452.76373205706,5468.80108326933
"29",1964.79046694003,8000.97969021598
"30",1186.25848926604,6289.25492078686
"31",1041.30533244461,5015.08442391079
"32",1482.26354760118,6238.48151431635
"33",1814.72030607983,6428.92950501004
"34",1975.37726839073,7238.84175150831
"35",1167.48472349718,5689.50030695867
"36",1138.44500202686,5813.80034606954
"37",1319.01786988601,5791.01127552969
"38",1693.35996219888,6596.41019646646
"39",1563.46144177951,6362.98756894744
"40",1472.43315377273,7168.3466840916
"41",1725.40942998603,6353.58158407831
"42",1051.38685274869,4736.28700916172
"43",1630.88616495952,6443.71348469462
"44",1420.50794814713,5805.72983502978
"45",1114.25100639462,5101.03580156538
"46",1374.76245174184,5064.24779020559
"47",1097.75907825679,4556.43732357676
"48",1907.29774674401,7372.37169189225
"49",1071.25647179782,4288.68970740622
"50",1376.5761689283,6707.16687310729
"51",1176.36240203865,5690.6461583256
"52",1469.69534619711,5925.36441174288
"53",1022.19636482187,4645.91189108699
"54",1514.73918673582,6069.16762919132
"55",1386.74877001904,6230.6382969482
"56",1742.87859210745,7602.2925661135
"57",1291.21883423068,4819.02074819278
"58",1549.07034221105,6387.18414593928
"59",1795.71680747904,6753.36775561111
"60",1249.67931210995,6463.63408974788
"61",1029.76353513077,6072.52083435558
"62",1589.75232345983,7000.2576616546
"63",1875.77701942064,6926.45783905707
"64",1918.23930409737,7261.95429682076
"65",1874.86287951469,7116.56478926693
"66",1682.49970837496,6923.65923928892
"67",1442.03859800473,6683.77077515251
"68",1042.60965739377,5394.28114973894
"69",1581.73363213427,6402.05833096924
"70",1287.00823499821,4962.79495911496
"71",1758.80705798045,6321.99039024604
"72",1633.41810088605,6599.38456517917
"73",1543.06966532022,6469.60219391346
"74",1291.41777381301,5627.55146911542
"75",1149.24308471382,5954.78533891063
"76",1779.40387488343,7030.00114991989
"77",1715.78082581982,6262.93605492347
"78",1108.32286765799,4842.35502108337
"79",1916.77012271248,6879.02812882426
"80",1273.71032093652,4495.47776989854
"81",1643.42593261972,6856.37002315953
"82",1323.23949900456,5621.57810623541
"83",1283.24676258489,5872.48875856021
"84",1650.42147110216,6980.85631530032
"85",1698.40721553192,7573.20918999305
"86",1436.85731454752,5786.02228919551
"87",1607.73563291878,6458.31271783202
"88",1852.19512577169,7580.8345266561
"89",1028.2702348195,5231.07776793546
"90",1813.70558449998,7051.96039213251
"91",1371.14564492367,5311.01552019025
"92",1615.71051739156,7399.53603114946
"93",1579.09787865356,6375.21150926617
"94",1938.73492558487,8159.3449465842
"95",1018.7971231062,5611.06880307137
"96",1784.54437316395,8012.80743151164
"97",1300.19564088434,6196.60025605809
"98",1068.87650000863,5724.56659264647
"99",1783.32011401653,6388.34986974082
"100",1227.26500988938,5457.6899801578
"101",1410.48606624827,5156.8652065134
"102",1627.22318596207,6534.22014673554
"103",1289.81604822911,5119.81408201354
"104",1980.04086944275,6848.97834190233
"105",1165.42482608929,6156.67577933116
"106",1274.19624105096,5485.42457540501
"107",1740.63827306964,5792.01043238894
"108",1027.94867707416,4807.46997414865
"109",1290.50137172453,6700.66111063098
"110",1995.52028835751,6957.46780969472
"111",1864.07533055171,7465.58310752849
"112",1264.29957104847,5539.22171021596
"113",1203.79401766695,5220.94971663663
"114",1413.13070431352,6058.89773404249
"115",1745.02710998058,6905.51974458513
"116",1671.56993388198,7348.92651968174
"117",1795.83309497684,6950.56446313525
"118",1264.49913391843,5686.14708268823
"119",1875.2039312385,6544.53903724894
"120",1289.40021339804,5565.18693177445
"121",1609.3641964253,6510.9134122136
"122",1256.87919044867,6391.13018756727
"123",1911.65538132191,7157.62272006796
"124",1368.15699515864,5310.37607470253
"125",1086.36858453974,4493.18734099454
"126",1581.27788733691,6378.64077456544
"127",1309.23948669806,5087.62350187266
"128",1028.28144584782,5573.88681454274
"129",1503.1162831001,6546.96884844496
"130",1341.6424067691,6588.49581007909
"131",1835.02529747784,7186.51782737852
"132",1987.52131732181,8097.01517499991
"133",1024.08651891164,4263.52209540806
"134",1992.75967152789,7251.36648391752
"135",1104.42747361958,5555.56781319538
"136",1329.26604524255,5732.31000332827
"137",1452.58731115609,6027.39016463096
"138",1978.98151678964,8289.15753812985
"139",1214.07301095314,5895.81402664602
"140",1750.61816722155,7574.14091927298
"141",1508.68061068468,5100.3007376461
"142",1280.96612100489,5048.73262023114
"143",1978.19972527213,7753.1737509592
"144",1563.11241304502,7512.09832476205
"145",1414.48683780618,6406.57649396472
"146",1749.46189695038,7255.58108618285
"147",1531.7798522301,5821.59636590425
"148",1072.9958654847,5146.44363042441
"149",1671.51442659087,7014.27049993628
"150",1710.28766734526,6765.0426427109
"151",1065.82421716303,5680.51371279503
"152",1054.01246831752,4823.23359490164
"153",1122.27218761109,5818.27337149688
"154",1864.88843313418,7518.50490194858
"155",1101.85728268698,4101.26262366802
"156",1659.46749527939,7183.77529460051
"157",1050.45857140794,5008.67447893299
"158",1817.21876515076,7283.52381815637
"159",1482.87890758365,6061.77073040406
"160",1577.7805398684,6550.89890134932
"161",1642.21291011199,6055.37997587607
"162",1931.10163044184,7036.88208105638
"163",1021.43385470845,4463.39547493837
"164",1145.74837451801,6716.73584769682
"165",1845.80085147172,6430.69007063084
"166",1571.50601036847,7031.61496538911
"167",1696.4345688466,6439.63952066295
"168",1372.13648087345,5204.67619970664
"169",1009.353852598,4921.70945549509
"170",1239.12295326591,5158.91072832278
"171",1615.01120496541,6424.92287004814
"172",1753.95341287367,7092.2902107418
"173",1146.57651470043,4693.53089080827
"174",1096.21187043376,5336.32636006849
"175",1894.53651220538,6651.93357015995
"176",1459.18868738227,6562.54603917059
"177",1538.51139498875,6067.99676696066
"178",1036.18431137875,4760.98817611703
"179",1758.74196924269,6784.54629623218
"180",1916.2295369897,6811.8726010367
"181",1810.5386106763,6966.56003314274
"182",1404.25020991825,5476.26218718235
"183",1779.20875069685,6515.14162268572
"184",1994.46167843416,7864.10726403811
"185",1147.3451720085,6101.78752853962
"186",1587.25421084091,7840.67323247674
"187",1928.93271800131,6971.29763697287
"188",1324.10765928216,5925.80108989294
"189",1448.57037323527,5423.6024022809
"190",1124.38961211592,5704.18345238392
"191",1828.87648930773,7311.84933508576
"192",1415.30354577117,5629.7514230167
"193",1871.70349061489,7247.41258929786
"194",1561.24245072715,6519.0978712858
"195",1822.42699712515,6365.17847486401
"196",1822.62825430371,7062.22392789538
"197",1134.54960426316,4598.86767887684
"198",1313.54313157499,6613.2547801957
"199",1034.36352149583,5690.78429424146
"200",1474.0502180066,6197.18629610129
"201",1164.8643151857,5287.71451014901
"202",1063.18774935789,4561.17429512714
"203",1419.09087728709,6578.89536345152
"204",1773.33689271472,7094.12331793979
"205",1619.01317769662,6575.29669419929
"206",1062.38041399047,4516.3079926632
"207",1594.6275673341,7049.40480704014
"208",1003.46744107082,5469.44299085683
"209",1071.32392539643,4567.07126766081
"210",1311.1202691216,5655.17694446654
"211",1828.62284383737,6849.30166550418
"212",1071.36451289989,5311.74142265825
"213",1020.91439021751,5160.81742053187
"214",1655.36038693972,6322.0002645261
"215",1148.06336839683,5644.24631860237
"216",1599.3400812149,6856.60804044809
"217",1914.26706896164,7295.70043308219
"218",1484.15542184375,7215.50137659372
"219",1272.39720174111,6380.65899812336
"220",1404.76382384077,5770.47788803245
"221",1145.57056245394,5960.38732293043
"222",1658.2728815265,6481.93317958549
"223",1957.6519287657,7024.44078974239
"224",1924.30437984876,7913.11922492652
"225",1744.4574944675,7585.19533213163
"226",1464.09088256769,5910.14535391859
"227",1890.82129695453,6560.03636741712
"228",1284.44926510565,6024.49823321867
"229",1103.02303358912,5045.86381445941
"230",1236.92919127643,5750.69965107743
"231",1511.94630726241,7123.18623137464
"232",1619.77880215272,6988.11025562739
"233",1615.30568567105,7823.47124717862
"234",1471.4930311311,5903.46276728494
"235",1362.37364448607,6100.59945165077
"236",1862.19611763954,6860.05421343944
"237",1290.03538680263,5292.97804437294
"238",1780.2756507881,6568.05808577346
"239",1673.7102069892,6658.64285445782
"240",1665.40905297734,7215.31424298689
"241",1468.10917439871,6702.66657541615
"242",1616.65835510939,5725.45057428539
"243",1036.15575283766,3947.51667749168
"244",1311.64547009394,5876.3838192619
"245",1785.19466100261,6339.64798381899
"246",1335.53632977419,5989.80091756637
"247",1307.63106956147,5619.90707924769
"248",1609.15567213669,6623.79551064936
"249",1297.97140159644,6316.41325520985
"250",1329.78351647034,5821.5127194978
"251",1391.78659208119,6145.83569654206
"252",1361.29499808885,5736.44772864511
"253",1605.36540555768,5847.35123478126
"254",1880.67069090903,7210.22247643994
"255",1346.31801815704,5027.64284097212
"256",1546.75204050727,6700.56984438591
"257",1457.07071083598,6196.59294157822
"258",1739.8112853989,7667.91485766779
"259",1230.56763946079,5483.22043052552
"260",1033.30102795735,5194.25282707471
"261",1193.00367496908,4788.92669216936
"262",1083.79579894245,5266.77699789827
"263",1488.44740306959,6874.02655525696
"264",1330.55917453021,6794.85631625934
"265",1904.20095180161,7780.32956682029
"266",1795.7092016004,6831.96096938038
"267",1415.5872950796,6195.24705161032
"268",1902.12790179066,7035.56965447941
"269",1183.17645112984,6160.68890105493
"270",1394.50737438165,6708.20687604608
"271",1660.4239474982,5951.09542882949
"272",1976.79596021771,7328.85965824338
"273",1096.37585375458,6605.58664201161
"274",1808.56669950299,7774.15468494471
"275",1972.30339283124,8246.1383340551
"276",1186.02951173671,5464.30524233592
"277",1236.38062458485,5944.03219850889
"278",1906.41723619774,6882.50012609065
"279",1393.84704944678,5475.89578057948
"280",1502.87484843284,6416.67751108122
"281",1762.14611507021,7303.14620008513
"282",1443.37623310275,5842.65582272911
"283",1202.62558991089,5221.89929598855
"284",1155.42835951783,5008.54651878968
"285",1162.15590527281,5158.61123765448
"286",1208.66226195358,5898.17095077838
"287",1255.79492212273,5373.72762849637
"288",1535.09644954465,6071.22007744155
"289",1412.43599797599,5346.83471775306
"290",1909.21782772057,7778.39417449902
"291",1006.91434461623,4986.0965495787
"292",1532.89725026116,6930.90588182152
"293",1612.45142808184,6343.77643735786
"294",1432.22222826444,6690.19914004079
"295",1285.01512669027,5606.80310181964
"296",1509.58025921136,7180.06884832586
"297",1557.70023982041,6879.65977029482
"298",1531.86410688795,6971.21227532453
"299",1220.77343496494,5414.87027067644
"300",1309.11514349282,6369.88927037987
"301",1629.2019742541,6326.8597359523
"302",1930.95041788183,6696.91651056143
"303",1264.91594710387,5312.03587181543
"304",1124.35437389649,5752.24249925724
"305",1201.89293031581,5235.59511957124
"306",1694.39826789312,6951.28586172432
"307",1789.93357764557,8002.84868269876
"308",1094.43656890653,4213.36440081566
"309",1847.12891420349,7824.13857375795
"310",1063.21667390876,5214.36329991764
"311",1702.51410338096,6279.13786806794
"312",1803.98637708277,6869.72115301096
"313",1533.28574355692,6429.46855176938
"314",1346.10888827592,5372.3730134996
"315",1963.78375636414,7600.37600424333
"316",1083.67647789419,5902.51608800108
"317",1285.40253220126,5820.3607373803
"318",1837.55626529455,7744.70185223954
"319",1960.56292741559,7114.49505526413
"320",1033.76798052341,4800.63050780063
"321",1545.50101002678,6374.87636846946
"322",1619.77472202852,6884.94996734897
"323",1639.73866170272,5454.14434489847
"324",1984.21637155116,7442.07264307586
"325",1427.78141470626,6614.00873437367
"326",1476.09730996192,5784.61852024831
"327",1943.63423855975,7623.56895240656
"328",1888.79095367156,7447.663529435
"329",1379.40498744138,6217.7164730524
"330",1983.76865079626,7255.16198570324
"331",1969.05982331373,7378.79716641249
"332",1375.27977442369,5622.47982875032
"333",1621.53941462748,7307.87193751049
"334",1465.04956274293,6579.1426620712
"335",1857.30579867959,7015.55841964281
"336",1864.01187977754,6760.20987058584
"337",1919.47687393986,8551.03318574496
"338",1559.67486766167,6197.76072153415
"339",1696.2292145472,7459.15603290857
"340",1691.42219400965,7056.18604949006
"341",1795.50628806464,8521.51839487326
"342",1124.9401869718,4892.96048500884
"343",1372.12988710962,6031.96450344699
"344",1609.14428089745,7475.64593039648
"345",1331.45386888646,5145.75008458954
"346",1351.56787605956,5416.5267017114
"347",1070.09628694504,4949.52181803366
"348",1036.79668507539,4626.95279211929
"349",1250.67953695543,4873.08338695222
"350",1311.38949771412,5923.84516846993
"351",1320.52166387439,5281.62295911064
"352",1712.30749809183,6385.86339471408
"353",1110.92204740271,5699.62038669051
"354",1604.40878220834,5881.34809624442
"355",1621.22232280672,6525.18524919136
"356",1575.29687695205,7451.84556977908
"357",1240.36004045047,5026.99990421019
"358",1419.23135844991,5920.97526856197
"359",1398.75338226557,6497.37437239459
"360",1054.95876260102,4784.09374599028
"361",1007.74783268571,5138.66743072538
"362",1548.25521190651,6638.25694398686
"363",1793.26418810524,7501.52026287568
"364",1955.25524229743,8022.7854781742
"365",1982.01696248725,6770.99267854225
"366",1186.09219719656,5977.79491958652
"367",1462.51780400053,6049.17812113536
"368",1019.99813364819,5289.11659370852
"369",1006.38842652552,4440.96699395025
"370",1832.72239402868,6522.88485245998
"371",1162.22948208451,5112.81808093852
"372",1836.38081885874,7572.99960969782
"373",1828.74555746093,7181.71946484515
"374",1498.53956466541,6937.39408071151
"375",1183.94671543501,5732.81345983665
"376",1206.38430421241,5848.3584621012
"377",1655.77188273892,5959.80937921316
"378",1391.99876692146,5839.97161773016
"379",1020.29556455091,4333.24099032598
"380",1745.15085550956,6717.26822372969
"381",1312.88573937491,5524.1680119218
"382",1520.78996691853,6584.68795196287
"383",1535.82082968205,6680.6721826197
"384",1125.17494754866,5467.82361105792
"385",1002.39890790544,4373.68446411888
"386",1068.33223253489,5091.39673183132
"387",1402.75283623487,6082.5250357715
"388",1407.1488250047,6327.24864532709
"389",1610.59500509873,6627.59623201708
"390",1145.89287061244,5758.12264858741
"391",1531.56076418236,6545.45483289397
"392",1909.55288149416,7833.39912597014
"393",1229.57145725377,5205.08365693002
"394",1536.98391932994,6145.74591796192
"395",1367.41382442415,6166.3273283913
"396",1357.13554825634,5080.28457790325
"397",1805.20007247105,6709.28881378743
"398",1559.22334897332,6616.96147547732
"399",1548.55970432982,5305.31889833007
"400",1595.78640130349,7001.20570644247
"401",1471.94173675962,6156.50930212719
"402",1556.25707004219,6303.99687199796
"403",1894.78731784038,8022.09002646592
"404",1804.03353227302,7025.30363293129
"405",1146.01782010868,5174.26695062212
"406",1521.32802573033,6676.25575573601
"407",1920.00487213954,7814.58512835668
"408",1590.32870572992,6592.19394227766
"409",1182.89272440597,5364.26387106807
"410",1516.57382305712,5043.17338329781
"411",1777.55218371749,6893.00010924756
"412",1406.76860581152,6014.34621060806
"413",1246.80932378396,5892.78016197295
"414",1060.95389905386,5581.57390203392
"415",1018.02587741986,5339.87449196515
"416",1353.3088194672,5099.97114062726
"417",1047.90418408811,6117.78173180535
"418",1073.7049265299,5205.79645286448
"419",1730.58461584151,6358.12213844272
"420",1595.78475006856,7307.8609656744
"421",1794.79142604396,6869.81348505476
"422",1469.99592264183,5947.36155017676
"423",1977.91871218942,7765.50968181077
"424",1815.49608730711,6840.21823384709
"425",1587.34059496783,6964.11270279043
"426",1613.43269702047,6661.24028055393
